dataset_id,yearbook_year,statistical_year_start,statistical_year_end,title,institution,topic,unit,source_file,source_sheet,source_url,source_sha256,source_rows,source_columns,data_start_row,year_quality,extraction_status,notes
dataset_313ff83dc0a30b02187b2b1d,2020,2019,2019,表10 2019年全国法院审理非诉保全案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表10 2019年全国法院审理非诉保全案件情况统计表.xls,1,http://www.cnki.net/,ec1f28e5b994f1cb0ddcadc446b6590c05c0afddf2fe8052dcb0efa7c090829d,9,4,5,explicit_title,facts_extracted,
dataset_16243f668fa1f19b93ac2246,2020,2019,2019,表10 行政应诉案件被告情况统计表,行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表10 行政应诉案件被告情况统计表.xls,1,http://www.cnki.net/,46f1f946861958b9ea42f9047ce575ec7921348d44a6dbf8bafab053812fafe0,11,11,4,inferred_yearbook_minus_one,facts_extracted,
dataset_cb4c683329c11399f6e2e26f,2020,2019,2019,表11 2019年人民检察院办理行政公益诉讼案件统计表,人民检察院,procuratorate,件,中国法律年鉴2020（来自马克数据网）/表11 2019年人民检察院办理行政公益诉讼案件统计表.xls,1,http://www.cnki.net/,e6a98c90a65a2693420bf55ff2ec56a50dc762a4d74a5343b862f9889f68f349,13,10,6,explicit_title,facts_extracted,
dataset_b9039fa6635d1fc36ed00db7,2020,2019,2019,表11 2019年全国农村最低生活保障标准情况统计表,其他,other,元/人·年、人,中国法律年鉴2020（来自马克数据网）/表11 2019年全国农村最低生活保障标准情况统计表.xls,1,http://www.cnki.net/,2e190b461c948b2ada723da1250f0d3e03687b8ae0bb332da00d8fba9c078934,36,3,5,explicit_title,facts_extracted,
dataset_11ee58d8931891413f13cea1,2020,2019,2019,表11 2019年全国法院审理执行案件情况统计表,人民法院,enforcement,件,中国法律年鉴2020（来自马克数据网）/表11 2019年全国法院审理执行案件情况统计表.xls,1,http://www.cnki.net/,85ebb84fff5c0973e34d23d17cd84a131cb62335f619dda6d99693a2db463908,13,4,5,explicit_title,facts_extracted,
dataset_ee23bb7c75e8d7bac9e7a160,2020,2019,2019,表11 行政应诉案件涉及的领域统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表11 行政应诉案件涉及的领域统计表(按数量降序排列).xls,1,http://www.cnki.net/,0e057763def655f46c8dda51435a22466f0b439a8e71a465299e69cb06d221be,8,10,4,inferred_yearbook_minus_one,facts_extracted,
dataset_c4e910dc04878d99d1b4f015,2020,2019,2019,表12 2019年人民检察院办理民事公益诉讼案件统计表,人民检察院,civil_cases,件,中国法律年鉴2020（来自马克数据网）/表12 2019年人民检察院办理民事公益诉讼案件统计表.xls,1,http://www.cnki.net/,be5a758aabdcb844c406c981f39add6cbc6e8e3dde7264574a3d3b8765d5a2ae,12,10,6,explicit_title,facts_extracted,
dataset_0976ff7ec0b3d7198a9dcbe3,2020,2019,2019,表12 2019年全国法院审理强制清算与破产案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表12 2019年全国法院审理强制清算与破产案件情况统计表.xls,1,http://www.cnki.net/,91a2f1b63839eba8db232917099fdd55d9dc57197b9a261a586a1c99c55ff8d7,11,4,5,explicit_title,facts_extracted,
dataset_17ea02ec58dbcefda75a1b76,2020,2019,2019,表12 慈善事业和专业社会工作情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表12 慈善事业和专业社会工作情况统计表.xls,1,http://www.cnki.net/,3a416a5b78717ed7a0a19a89afada3c33ba583a3be84afab3864d6759c26a6b0,19,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_73e087f1b2be099a7871f5b9,2020,2019,2019,表12 行政应诉案件涉及的事项统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表12 行政应诉案件涉及的事项统计表(按数量降序排列).xls,1,http://www.cnki.net/,1aa13315ebcd01e233eafbd9c06b7d97d0ac6f0159e1efa3ef79b907468815a3,5,12,4,inferred_yearbook_minus_one,facts_extracted,
dataset_9e7055a12431f73b4fd92af0,2020,2019,2019,表13 2019年人民检察院受理举报、控告、申诉案件情况统计表,人民检察院,procuratorate,件,中国法律年鉴2020（来自马克数据网）/表13 2019年人民检察院受理举报、控告、申诉案件情况统计表.xls,1,http://www.cnki.net/,0772739dd24421de6eb93b3dd8acfc95154655e0c2ec1cd831a774a66a024f88,9,5,6,explicit_title,facts_extracted,
dataset_1b8e4c08b16528a245105782,2020,2019,2019,表13 2019年全国法院审理刑事一审案件情况统计表,人民法院,criminal_cases,件,中国法律年鉴2020（来自马克数据网）/表13 2019年全国法院审理刑事一审案件情况统计表.xls,1,http://www.cnki.net/,2abc9ee3de61f582af232689793e77a0216a782863d57979cbfc013a0b35de0d,14,4,5,explicit_title,facts_extracted,
dataset_b9b6275fc1156200c1a15bc5,2020,2019,2019,表13 社会组织情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表13 社会组织情况统计表.xls,1,http://www.cnki.net/,17184f90fb18e666906e42056c995be38baeafc6d74ad4de14fa0778e32ae203,17,7,5,inferred_yearbook_minus_one,facts_extracted,
dataset_7b8f695235c5a7565bc2ce89,2020,2019,2019,表13 行政应诉案件审理情况统计表,行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表13 行政应诉案件审理情况统计表.xls,1,http://www.cnki.net/,33ab9d83d46d1d767d9483aba5cd41fa3c1cc5325b4996b2d5c43e87bc755dee,15,14,,inferred_yearbook_minus_one,records_only,
dataset_74a3dde3e84c2a0d60a11843,2020,2019,2019,表14 2019年人民检察院办理刑事申诉案件情况统计表,人民检察院,criminal_cases,件,中国法律年鉴2020（来自马克数据网）/表14 2019年人民检察院办理刑事申诉案件情况统计表.xls,1,http://www.cnki.net/,ab2edb665c24bcbbb25fcbdbef198fe96d1940207a9987ed55c2d2cafa1972fa,11,6,6,explicit_title,facts_extracted,
dataset_1e0a4ef047b1c7d5ea3e71b7,2020,2019,2019,表14 2019年全国法院审理民事一审案件情况统计表,人民法院,civil_cases,件,中国法律年鉴2020（来自马克数据网）/表14 2019年全国法院审理民事一审案件情况统计表.xls,1,http://www.cnki.net/,4c21f6b1785170b9a1f71c58133cbfcc09e3a7786f3edfab97de7e75cdc9cb72,16,10,6,explicit_title,facts_extracted,
dataset_02f572ae249531d52fbe0983,2020,2019,2019,表14 自治组织情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表14 自治组织情况统计表.xls,1,http://www.cnki.net/,e8a91b8af8b7ae98e87524e0b5fafc9958ff505a0d2695b6c8b5b047999ba2cd,17,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_18e0292df68fa36f5827d7ef,2020,2019,2019,表15 2019年人民检察院未成年人检察工作情况统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表15 2019年人民检察院未成年人检察工作情况统计表.xls,1,http://www.cnki.net/,079ad0d6af1c7d9c12cf7eed32c8cfdfe130ff023a97fe5a9225c3014b319ec5,19,4,4,explicit_title,facts_extracted,
dataset_4376afa4aa585288dc5452d4,2020,2019,2019,表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表,人民法院,marriage_family,件,中国法律年鉴2020（来自马克数据网）/表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表.xls,1,http://www.cnki.net/,4d1949f0ea09a45117aa691dcd9e295dd3c53feaf5bf65b79b54f240c612833f,20,10,6,explicit_title,facts_extracted,
dataset_a9c71edf3964d316d0159bac,2020,2019,2019,表15 婚姻服务情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表15 婚姻服务情况统计表.xls,1,http://www.cnki.net/,6e695e3e723552f43a00c4e086569e7974f3920bd18e87a34d779182766ac638,14,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_b0185afd65c853b06cb505b3,2020,2019,2019,表16 2019年全国法院审理行政一审案件情况统计表,人民法院,administrative_cases,件,中国法律年鉴2020（来自马克数据网）/表16 2019年全国法院审理行政一审案件情况统计表.xls,1-2,http://www.cnki.net/,f374189eec44a19acbe3b0f944a6a00109cc0c24f20023f29c2f79c712749602,53,10,6,explicit_title,facts_extracted,
dataset_4e354752eca761121cc4dcf6,2020,2019,2019,表16 人民检察院女检察官统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表16 人民检察院女检察官统计表.xls,1,http://www.cnki.net/,087c6918e46dac2bcec52b7ba85578f805b968b92a9a3d7e6a003ee22f274d4b,13,4,6,inferred_yearbook_minus_one,facts_extracted,
dataset_14c952d3398a066625b1928a,2020,2019,2019,表17 2019年全国法院审理各类二审案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表17 2019年全国法院审理各类二审案件情况统计表.xls,1,http://www.cnki.net/,15d3428e4e9d744dae748bb3ac01b5d902b116dfd5c79ce40e0f79631e42dcce,10,10,6,explicit_title,facts_extracted,
dataset_6a18c0117ad8402186b10710,2020,2019,2019,表18 2019年全国法院审理各类再审案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表18 2019年全国法院审理各类再审案件情况统计表.xls,1,http://www.cnki.net/,319d6aa93361c98339bff3ae1aa8662d75912346601bba79650f00f0d4dc26ec,10,11,6,explicit_title,facts_extracted,
dataset_b3e38bc7209500d7fd5e82ff,2020,2019,2019,表19 2019年全国法院审理首次执行案件情况统计表,人民法院,enforcement,件,中国法律年鉴2020（来自马克数据网）/表19 2019年全国法院审理首次执行案件情况统计表.xls,1,http://www.cnki.net/,a25f76f95c70edd4c034bd5a515e39d292cc5b4b92ff0e09d2c9e226424a23a7,26,10,6,explicit_title,facts_extracted,
dataset_10809d58fecbe7e5d843d0a3,2020,2019,2019,表2 2019年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表2 2019年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,3f487555ff16fc05de2fc9579f99fe03004226b13ee0c3444d7769f2f80f2a6f,35,5,4,explicit_title,facts_extracted,
dataset_da2cd94dc897b93f8cf6ae33,2020,2019,2019,表2 2019年全国法院审理管辖案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表2 2019年全国法院审理管辖案件情况统计表.xls,1,http://www.cnki.net/,63d03b4fbb1b04b5e37be73c3dbbee439a62793aa7ec35e439137a5c017cb128,5,4,5,explicit_title,facts_extracted,
dataset_d87c0347d934d2f0cc9013be,2020,2019,2019,表2 2019年各省、自治区、直辖市交通事故统计表,公安机关,traffic_accidents,,中国法律年鉴2020（来自马克数据网）/表2 2019年各省、自治区、直辖市交通事故统计表.xls,1-2,http://www.cnki.net/,33482afbbbe0e5737682d38177d2bc79d4d86155f36fb3edbdd01f1612c6c234,42,5,5,explicit_title,facts_extracted,
dataset_7836adbc0dd28dce2730db02,2020,2019,2019,表2 全国检察机关人员分类管理统计表,人民检察院,procuratorate,人,中国法律年鉴2020（来自马克数据网）/表2 全国检察机关人员分类管理统计表.xls,1,http://www.cnki.net/,4f6bbf5307e70bed56665111103512435623655e605ba62567cc43125d353ddc,9,3,6,inferred_yearbook_minus_one,facts_extracted,
dataset_834d02b30e8b657e201fb624,2020,2019,2019,表2 国务院部门受理行政复议案件情况统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表2 国务院部门受理行政复议案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,2c47d9ecf6aa5ca74cd9e595aef179c43da24153f6b4d02d30b6a45eb3957faa,57,2,4,inferred_yearbook_minus_one,facts_extracted,
dataset_37edb6f956fb0b8934440d61,2020,2019,2019,表2-1 2019年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表2-1 2019年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,88bbb30660f707205a038ae4fde59678bf41ed7156bd9ff88aaa47d074d0b242,35,5,4,explicit_title,facts_extracted,
dataset_af2be7b26d1879f081b5960e,2020,2019,2019,表2-2 2019年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表2-2 2019年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,01455d00e0af8d8da287c51a11f841f1ef9eba6b8e1329d0fc6ef957c8c401bd,35,5,4,explicit_title,facts_extracted,
dataset_28a75859ef1afe6016607e20,2020,2019,2019,表2-3 2019年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表2-3 2019年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,489ebe00e9f1538b3416732b7ed70086666d5ca7a34e5e037d4a960f15164f8c,39,5,4,explicit_title,facts_extracted,
dataset_271f5e0aacba5bf0ec9f3e42,2020,2019,2019,表20 2019年刑事案件被告人判决生效情况统计表,其他,criminal_cases,件,中国法律年鉴2020（来自马克数据网）/表20 2019年刑事案件被告人判决生效情况统计表.xls,1,http://www.cnki.net/,671e0f26bbc43d243536c5dee36ab14f71c1d28e9f6538b61ef60e767f8ee902,15,15,6,explicit_title,facts_extracted,
dataset_6db29f17526fc282ac480416,2020,2019,2019,表21 2019年我国罪犯情况统计表,其他,other,件,中国法律年鉴2020（来自马克数据网）/表21 2019年我国罪犯情况统计表.xls,1,http://www.cnki.net/,fe86e8bcdf3b177b112e6f5e228cb2bd12260c53312f157c9177f641e01c1678,15,9,6,explicit_title,facts_extracted,
dataset_31fb4868c92a23b43fbe3afe,2020,2015,2019,表3 2015年至2019年民政事业发展主要指标情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表3 2015年至2019年民政事业发展主要指标情况统计表.xls,1-3,http://www.cnki.net/,f255122fa888b73d82610d65d4ba886a3e0a04d24bd631d54c94d20cb1271250,115,7,5,explicit_title,facts_extracted,
dataset_bc14ff001a43d60850428e75,2020,2019,2019,表3 2019年人民检察院审查逮捕、起诉各类犯罪案件情况统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表3 2019年人民检察院审查逮捕、起诉各类犯罪案件情况统计表.xls,1,http://www.cnki.net/,4a2bf2d07da8314271d6567c426eb6d0a13738812a8e026040495aa0195ff4f9,13,5,5,explicit_title,facts_extracted,
dataset_4f6742727d43fb9ecedecbb2,2020,2019,2019,表3 2019年全国公安机关治安案件分类统计表,公安机关,public_security,,中国法律年鉴2020（来自马克数据网）/表3 2019年全国公安机关治安案件分类统计表.xls,1,http://www.cnki.net/,d09a0422fce9cbba8bdca6f91ca02e32d1f517ef9de648b349182ae996d8073d,25,4,5,explicit_title,facts_extracted,
dataset_5881c7bb50e27746c0bba97e,2020,2019,2019,表3 2019年全国法院审理刑事案件情况统计表,人民法院,criminal_cases,件,中国法律年鉴2020（来自马克数据网）/表3 2019年全国法院审理刑事案件情况统计表.xls,1,http://www.cnki.net/,209fb627f4f1b9f67f221ec7d8d09de7e8ed8b1e40773c38a2e3081aaa6ecc29,21,4,5,explicit_title,facts_extracted,
dataset_0c8663ae0a3e4b0b8ffc7075,2020,2019,2019,表3 行政复议被申请人情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表3 行政复议被申请人情况统计表.xls,1,http://www.cnki.net/,ccbf42860819df5a04d1b4f91e11dfa931d32fa2e56381f02ed843a5250ccd53,8,11,4,inferred_yearbook_minus_one,facts_extracted,
dataset_0026173c3951db66daf1b873,2020,2019,2019,表4 2019年人民检察院立案监督工作情况统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表4 2019年人民检察院立案监督工作情况统计表.xls,1,http://www.cnki.net/,f1fced1addd1d8bc5bc2f07403d32f560bc2be3df1f5c4530f4f0ea858f8f9b3,12,9,6,explicit_title,facts_extracted,
dataset_ae3607222ecba67b21830fac,2020,2019,2019,表4 2019年全国法院审理民事案件情况统计表,人民法院,civil_cases,件,中国法律年鉴2020（来自马克数据网）/表4 2019年全国法院审理民事案件情况统计表.xls,1,http://www.cnki.net/,54f771a6c502c510e2323018f1f0e8403aa1b3a1d55d37916706c4ea3b8a4b18,33,4,5,explicit_title,facts_extracted,
dataset_99ee6aaeed03c40c15a7915b,2020,2019,2019,表4 民政部门登记和管理的机构和设施基本情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表4 民政部门登记和管理的机构和设施基本情况统计表.xls,1-2,http://www.cnki.net/,8b3b0e980105361c14b97b134d0478c0b0bcebe0837fb7273442aa3058757e40,46,4,4,inferred_yearbook_minus_one,facts_extracted,
dataset_ff9a0895ff74b9c01254928d,2020,2019,2019,表4 行政复议机关情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表4 行政复议机关情况统计表.xls,1,http://www.cnki.net/,cf76e7772878af0958e737536f7a2c0593f23db60b06708413f4d1f99ebe705e,8,10,4,inferred_yearbook_minus_one,facts_extracted,
dataset_a40c6b8e243318afaad0d996,2020,2019,2019,表5 2019年人民检察院侦查监督工作情况统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表5 2019年人民检察院侦查监督工作情况统计表.xls,1,http://www.cnki.net/,99183f34b288f260d34f5767aa556653dd0221a263d7e49e4ebdeb430bbcc2f7,12,11,6,explicit_title,facts_extracted,
dataset_776172e0638c4e7e44487ff2,2020,2019,2019,表5 2019年全国法院审理行政案件情况统计表,人民法院,administrative_cases,件,中国法律年鉴2020（来自马克数据网）/表5 2019年全国法院审理行政案件情况统计表.xls,1,http://www.cnki.net/,a0f1ea2eb624f0bfeaa33c8a38b57b39ac561c7a664c27eb9ff88b8e6ff31b8b,14,4,5,explicit_title,facts_extracted,
dataset_d0f33fc981b223a93f77d1a8,2020,2019,2019,表5 民政事业费支出情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表5 民政事业费支出情况统计表.xls,1,http://www.cnki.net/,25baead221431d7481c7c412c2ede80305ff564a22a69420a0f1e2f94a764c95,20,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_5a346c7fdd44b7614e713951,2020,2019,2019,表5 行政复议案件涉及的领域统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表5 行政复议案件涉及的领域统计表(按数量降序排列).xls,1,http://www.cnki.net/,b78778fe03dd16a584f0b54996670aaacc2fdc55b84fef6cfb02396d4cde28a5,8,10,4,inferred_yearbook_minus_one,facts_extracted,
dataset_e925b521dc4319c519981890,2020,2019,2019,表6 2019年人民检察院办理刑事抗诉案件情况统计表,人民检察院,criminal_cases,,中国法律年鉴2020（来自马克数据网）/表6 2019年人民检察院办理刑事抗诉案件情况统计表.xls,1,http://www.cnki.net/,eba0a5cc200e372808e683478cbe763e096ad31775491b1aa69b802747de5df8,11,11,6,explicit_title,facts_extracted,
dataset_d17e75fbaa1d12b452256c17,2020,2019,2019,表6 2019年全国提供住宿的民政服务机构情况统计表,民政部门,civil_affairs,,中国法律年鉴2020（来自马克数据网）/表6 2019年全国提供住宿的民政服务机构情况统计表.xls,1,http://www.cnki.net/,2666becf8d54bbb39ca2032050539c11be34478716cb26a434671be976ee739d,18,5,4,explicit_title,facts_extracted,
dataset_03a89ee121010fb5d06d5eba,2020,2019,2019,表6 2019年全国法院审理国家赔偿与司法救助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表6 2019年全国法院审理国家赔偿与司法救助案件情况统计表.xls,1,http://www.cnki.net/,f7aeed0723f611f5437d10b64da859068dd3e5dee0ddc4d5b895776a5fce3e86,20,4,5,explicit_title,facts_extracted,
dataset_71ec089eef2fd31e32c089b3,2020,2019,2019,表6 行政复议案件涉及的事项统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表6 行政复议案件涉及的事项统计表(按数量降序排列).xls,1,http://www.cnki.net/,d209f8ec84bef833b116c372141109a912cba9f3bda18ffe2a4986ad8e756a75,9,12,4,inferred_yearbook_minus_one,facts_extracted,
dataset_b764f8b157fec801b1b2fd16,2020,2019,2019,表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表,人民检察院,procuratorate,,中国法律年鉴2020（来自马克数据网）/表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表.xls,1,http://www.cnki.net/,23c2bc61178b9f91193e94bb1845162298b475e8135d0e428978c4dc532d7a63,13,11,5,explicit_title,facts_extracted,
dataset_17a05a7289f86381a1a81e6a,2020,2019,2019,表7 2019年全国法院区际司法协助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表7 2019年全国法院区际司法协助案件情况统计表.xls,1,http://www.cnki.net/,45ed96bd210ff6d75f160ec8f1e151a88084f1b2701bfb7f78789a9ba003de90,10,4,5,explicit_title,facts_extracted,
dataset_0693866b9ae8f52870cc06a7,2020,2019,2019,表7 儿童福利情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表7 儿童福利情况统计表.xls,1,http://www.cnki.net/,5a6754a46654bb4e169305ec2a8e08baf98dd60bfca9ec73df0b8d59bae85992,12,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_eac51688f7e549624994b28c,2020,2019,2019,表7 行政复议案件审结情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表7 行政复议案件审结情况统计表.xls,1,http://www.cnki.net/,3da43573571d31c7f16e5aa678548296b6c4849825ba9f6c0c22949314ee8fc1,9,11,5,inferred_yearbook_minus_one,facts_extracted,
dataset_d10cf0f462f15189d31bae4f,2020,2019,2019,表8 2019年人民检察院对刑事执行检察工作情况统计表,人民检察院,criminal_cases,,中国法律年鉴2020（来自马克数据网）/表8 2019年人民检察院对刑事执行检察工作情况统计表.xls,1,http://www.cnki.net/,0a9054a00fd8e4d62e3133097c0cc9370c16adc4dae706e5a9233a7789c3bdf8,10,10,6,explicit_title,facts_extracted,
dataset_7a84eb7587f427f49110bacc,2020,2019,2019,表8 2019年全国法院国际司法协助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表8 2019年全国法院国际司法协助案件情况统计表.xls,1,http://www.cnki.net/,a162dbbc430e7bcd02633771237ac33ff48956bf39548e8f18595987cbd14be4,10,4,5,explicit_title,facts_extracted,
dataset_9fb8fcb35e56ad79a1188b4e,2020,2019,2019,表8 残疾人福利情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表8 残疾人福利情况统计表.xls,1,http://www.cnki.net/,ee3c7f0a3665068c0c4bb811bc842607c7d1deb225286bc3d4f6241e9e1b005b,5,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_73640b89192aa5b6fe3a70d4,2020,2019,2019,表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,e6e96a08cc8ba4c2225af33332df3a7b0631d26d8cc6108d96a0e5272ab36cd3,15,8,4,inferred_yearbook_minus_one,facts_extracted,
dataset_7fa32529fb5d38606646edcd,2020,2019,2019,表9 2019年人民检察院对民事行政判决裁定调解书提出抗诉情况统计表,人民检察院,civil_cases,件,中国法律年鉴2020（来自马克数据网）/表9 2019年人民检察院对民事行政判决裁定调解书提出抗诉情况统计表.xls,1,http://www.cnki.net/,ede0116bd0b48e05786da5b333e4796aa11b22fbef43365b79018927636ee89d,7,11,6,explicit_title,facts_extracted,
dataset_a4b3be59b5d1c3b0f33dad04,2020,2019,2019,表9 2019年全国法院司法制裁案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表9 2019年全国法院司法制裁案件情况统计表.xls,1,http://www.cnki.net/,01cb4464d3120e0f21778da7d3d6d1990932920a69220c9cd0f6458e5281d6b4,7,4,5,explicit_title,facts_extracted,
dataset_3f03815c60ab59913847c473,2020,2019,2019,表9 国务院部门行政应诉案件情况统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2020（来自马克数据网）/表9 国务院部门行政应诉案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,09417bec084e51afba17a91bddf9506c0e11cf5427e03f68c4b0db31a63bd575,15,8,4,inferred_yearbook_minus_one,facts_extracted,
dataset_04331917fb52c08177c3f13d,2020,2019,2019,表9 社会救助情况统计表,其他,social_assistance,,中国法律年鉴2020（来自马克数据网）/表9 社会救助情况统计表.xls,1-2,http://www.cnki.net/,29d8e5d203777193a2aebd6fce5c3b4ac5995b77698d0b5e13cfe156f9f6354e,42,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_3c1d4cfbe97d587ab228f0fc,2021,2020,2020,2020年中国对外缔结的主要双边条约一览表,外交与国际法,treaties,,中国法律年鉴2021（来自马克数据网）/2020年中国对外缔结的主要双边条约一览表.xls,1-2,http://www.cnki.net/,1b482c3a5dba3c4ba89b6550b4dd4b95293210ea3310d714896152202992bdba,27,4,3,explicit_title,records_only,
dataset_186889713b1bbdeb28fda592,2021,2020,2020,2020年中国签署或参加的多边条约情况,外交与国际法,treaties,,中国法律年鉴2021（来自马克数据网）/2020年中国签署或参加的多边条约情况.xls,1,http://www.cnki.net/,ea9de10276a0ca78d9ac6055c7ee6c5460421b6fe82a72fc67edfa4fd3a63d7a,6,6,4,explicit_title,records_only,
dataset_d9aa2dd10923589ba0aa0e3c,2021,2020,2020,最高人民检察院关于废止部分司法解释和司法解释性质文件的决定,人民检察院,procuratorate,,中国法律年鉴2021（来自马克数据网）/最高人民检察院关于废止部分司法解释和司法解释性质文件的决定.xls,1-2,http://www.cnki.net/,f6cdbc0353418d236f9582da15b38ea20baac88e5ce4e608d47f1b3c6bfc799b,16,4,5,inferred_yearbook_minus_one,records_only,worksheet_title=附件1
dataset_f56442ea14b5fc2085d08b02,2021,2020,2020,最高人民法院关于废止部分司法解释及相关规范性文件的决定,人民法院,abolished_documents,,中国法律年鉴2021（来自马克数据网）/最高人民法院关于废止部分司法解释及相关规范性文件的决定.xls,1-7,http://www.cnki.net/,2c27102c868fd7b3f9902748db8a9ef7f36db62d68f1db7445c02515c014ddfc,142,3,3,inferred_yearbook_minus_one,records_only,worksheet_title=最高人民法院决定废止的部分司法解释 及相关规范性文件的目录
dataset_dfa254b1dd1210156f2b3e7c,2021,2020,2020,表1 2020年中华人民共和国行政区划情况,其他,other,个,中国法律年鉴2021（来自马克数据网）/表1 2020年中华人民共和国行政区划情况.xls,1,http://www.cnki.net/,73350cfc76eff72ce881bbaea9b5e04ce4221b6aec2fb2918e116cfc8b409dd2,33,2,4,explicit_title,facts_extracted,
dataset_fae3b753bdd901c58b08c3ff,2021,2020,2020,表1 2020年全国公安机关刑事案件分类统计表,公安机关,criminal_cases,,中国法律年鉴2021（来自马克数据网）/表1 2020年全国公安机关刑事案件分类统计表.xls,1,http://www.cnki.net/,3ac90965cf474e7a0d52734058aaa0a2f361e7bac41dfb1076d08a1bf8cf295b,16,3,3,explicit_title,facts_extracted,
dataset_1090c6856291f67ab6f2ab00,2021,2020,2020,表1 2020年全国法院受理各类案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2021（来自马克数据网）/表1 2020年全国法院受理各类案件情况统计表.xls,1,http://www.cnki.net/,64f4599f56bfc3c5c4a07a5306d21e3c892ec5a236b351143ae168b6859d3b4f,6,4,4,explicit_title,facts_extracted,worksheet_title=表1 2020年全国法院受理各类 案件情况统计表
dataset_adb0386eb74e735ca5b37103,2021,2020,2020,表1 全国检察机构统计表,人民检察院,procuratorate,个,中国法律年鉴2021（来自马克数据网）/表1 全国检察机构统计表.xls,1,http://www.cnki.net/,8578fb7cf5ca67ca466ba79e695155495db9b848bb0a6924f72ae62a2103d5ac,39,4,5,inferred_yearbook_minus_one,facts_extracted,
